ID,Data,Hora,Tempo
8482036,13/06/2025,14:30,7.43
7962875,13/06/2025,14:31,7.02
1161427,13/06/2025,14:33,5.65
815508,20/06/2025,23:16,5.23
4237693,20/06/2025,23:18,5.7
5049227,26/06/2025,12:05,5.2
